,narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,duration_in_s,strict_es_overlap,loose_es_overlap
11982,P30_03_139,P30,P30_03,00:08:07.280,00:08:03.98,00:08:05.50,29038,29130,put chopping board on surface,put-on,1,board:chopping,18,"['board:chopping', 'surface']","[18, 42]",1.52,False,True
11983,P30_03_142,P30,P30_03,00:08:17.080,00:08:14.03,00:08:15.75,29641,29745,put mug,put,1,mug,13,['mug'],[13],1.72,True,True
11984,P30_03_18,P30,P30_03,00:01:07.520,00:01:04.66,00:01:06.59,3879,3995,put mug on drying rack,put-on,1,mug,13,"['mug', 'rack:drying']","[13, 110]",1.93,False,True
11985,P30_03_33,P30,P30_03,00:01:46.209,00:01:44.76,00:01:45.87,6285,6352,put mug,put,1,mug,13,['mug'],[13],1.11,False,False
11986,P30_03_36,P30,P30_03,00:01:49.140,00:01:47.48,00:01:48.64,6448,6518,put v60,put,1,v60,50,['v60'],[50],1.16,False,True
11987,P30_03_49,P30,P30_03,00:02:37.130,00:02:33.80,00:02:36.24,9228,9374,grind coffee,grind,49,coffee,59,['coffee'],[59],2.44,False,True
11988,P30_03_50,P30,P30_03,00:02:38.130,00:02:37.72,00:02:44.18,9463,9850,continue grind coffee,grind,49,coffee,59,['coffee'],[59],6.46,False,True
11989,P30_03_51,P30,P30_03,00:02:41.470,00:02:43.31,00:02:45.75,9798,9945,continue grind coffee,grind,49,coffee,59,['coffee'],[59],2.44,False,True
11990,P30_03_57,P30,P30_03,00:02:58.500,00:02:55.14,00:02:57.81,10508,10668,put jug,put,1,jug,66,['jug'],[66],2.67,False,True
11991,P30_03_70,P30,P30_03,00:03:50.700,00:03:34.22,00:03:50.30,12853,13818,put washing up liquid in washing machine,put,1,liquid:washing:up,22,"['liquid:washing:up', 'machine:washing']","[22, 124]",16.08,True,True
11992,P30_03_89,P30,P30_03,00:04:57.040,00:04:54.29,00:04:56.01,17657,17760,put toast on plate,put-on,1,toast,33,"['toast', 'plate']","[33, 2]",1.72,False,True
11993,P30_03_9,P30,P30_03,00:00:34.269,00:00:31.99,00:00:33.99,1919,2039,put up washing up sponge,put-up,1,sponge,9,['sponge'],[9],2.0,False,True
11994,P30_03_96,P30,P30_03,00:05:14.840,00:05:10.33,00:05:17.00,18619,19020,put balsamic reduction on toast,put-on,1,reduction:balsamic,134,"['reduction:balsamic', 'toast']","[134, 33]",6.67,False,True
11995,P30_03_97,P30,P30_03,00:05:17.590,00:05:14.85,00:05:18.43,18891,19105,continue put balsamic reduction on toast,put-on,1,reduction:balsamic,134,"['reduction:balsamic', 'toast']","[134, 33]",3.58,False,True
11996,P30_03_98,P30,P30_03,00:05:21.100,00:05:17.81,00:05:23.78,19068,19426,continue put balsamic reduction on toast,put-on,1,reduction:balsamic,134,"['reduction:balsamic', 'toast']","[134, 33]",5.97,False,True
11997,P30_04_1,P30,P30_04,00:00:06.900,00:00:06.69,00:00:07.35,401,441,put mugs,put,1,mug,13,['mug'],[13],0.66,False,False
11998,P30_04_102,P30,P30_04,00:06:10.280,00:06:09.69,00:06:10.24,22181,22214,put box,put,1,box,23,['box'],[23],0.55,False,True
11999,P30_04_104,P30,P30_04,00:06:16.090,00:06:15.31,00:06:16.74,22518,22604,put box lids,put,1,lid:box,6,['lid:box'],[6],1.43,False,True
12000,P30_04_109,P30,P30_04,00:06:27.520,00:06:26.95,00:06:29.70,23217,23382,put towel,put,1,towel,52,['towel'],[52],2.75,False,True
12001,P30_04_112,P30,P30_04,00:06:35.460,00:06:35.00,00:06:35.75,23700,23745,put mug,put,1,mug,13,['mug'],[13],0.75,False,True
12002,P30_04_118,P30,P30_04,00:06:46.830,00:06:45.52,00:06:46.59,24331,24395,put box of tea,put,1,box:tea,23,['box:tea'],[23],1.07,False,True
12003,P30_04_2,P30,P30_04,00:00:08.550,00:00:07.30,00:00:07.95,438,477,put plate,put,1,plate,2,['plate'],[2],0.65,False,False
12004,P30_04_22,P30,P30_04,00:01:19.870,00:01:15.63,00:01:20.21,4537,4812,put mug,put,1,mug,13,['mug'],[13],4.58,False,True
12005,P30_04_24,P30,P30_04,00:01:21.870,00:01:21.58,00:01:22.50,4894,4950,put plate,put,1,plate,2,['plate'],[2],0.92,False,True
12006,P30_04_27,P30,P30_04,00:01:28.850,00:01:27.96,00:01:29.97,5277,5398,put plate on drying rack,put-on,1,plate,2,"['plate', 'rack:drying']","[2, 110]",2.01,False,True
12007,P30_04_32,P30,P30_04,00:01:45.740,00:01:45.39,00:01:46.59,6323,6395,put forks,put,1,fork,14,['fork'],[14],1.2,False,True
12008,P30_04_35,P30,P30_04,00:01:50.100,00:01:47.19,00:01:50.78,6431,6646,put forks,put,1,fork,14,['fork'],[14],3.59,False,True
12009,P30_04_39,P30,P30_04,00:02:07.030,00:02:06.32,00:02:07.26,7579,7635,put spoon,put,1,spoon,1,['spoon'],[1],0.94,False,False
12010,P30_04_45,P30,P30_04,00:02:20.959,00:02:20.31,00:02:22.42,8418,8545,put plate,put,1,plate,2,['plate'],[2],2.11,False,True
12011,P30_04_5,P30,P30_04,00:00:11.210,00:00:09.44,00:00:10.67,566,640,put washing up liquid in bowl,put,1,liquid:washing:up,22,"['liquid:washing:up', 'bowl']","[22, 7]",1.23,False,True
12012,P30_04_50,P30,P30_04,00:02:37.409,00:02:36.07,00:02:37.50,9364,9450,put plate,put,1,plate,2,['plate'],[2],1.43,False,True
12013,P30_04_53,P30,P30_04,00:02:41.760,00:02:41.32,00:02:42.97,9679,9778,put plate,put,1,plate,2,['plate'],[2],1.65,False,True
12014,P30_04_56,P30,P30_04,00:02:49.999,00:02:45.71,00:02:47.20,9942,10032,put plate,put,1,plate,2,['plate'],[2],1.49,False,True
12015,P30_04_63,P30,P30_04,00:03:05.489,00:03:04.50,00:03:05.46,11070,11127,put box lid,put,1,lid:box,6,['lid:box'],[6],0.96,False,True
12016,P30_04_73,P30,P30_04,00:03:43.489,00:03:42.14,00:03:43.11,13328,13386,put saucepan lid,put,1,lid:saucepan,6,['lid:saucepan'],[6],0.97,False,True
12017,P30_04_77,P30,P30_04,00:04:04.019,00:04:03.36,00:04:04.41,14601,14664,put saucepan lid,put,1,lid:saucepan,6,['lid:saucepan'],[6],1.05,False,False
12018,P30_04_81,P30,P30_04,00:04:10.230,00:04:09.70,00:04:10.48,14982,15028,put pan,put,1,pan,5,['pan'],[5],0.78,False,True
12019,P30_04_83,P30,P30_04,00:04:20.519,00:04:20.56,00:04:21.39,15633,15683,put bowl,put,1,bowl,7,['bowl'],[7],0.83,False,True
12020,P30_04_85,P30,P30_04,00:04:23.160,00:04:22.31,00:04:23.11,15738,15786,put kettle on,put-on,1,kettle,44,['kettle'],[44],0.8,False,True
12021,P30_04_90,P30,P30_04,00:04:43.100,00:04:42.27,00:04:44.24,16936,17054,put mug,put,1,mug,13,['mug'],[13],1.97,False,True
12022,P30_04_96,P30,P30_04,00:05:12.380,00:05:10.96,00:05:12.98,18657,18778,put washing up liquid on box,put,1,liquid:washing:up,22,"['liquid:washing:up', 'box']","[22, 23]",2.02,False,True
12023,P30_04_98,P30,P30_04,00:05:43.530,00:05:41.57,00:05:42.84,20494,20570,put box,put,1,box,23,['box'],[23],1.27,False,False
12024,P30_05_128,P30,P30_05,00:10:22.630,00:10:15.45,00:10:22.20,36927,37332,break garlic clove,break,30,clove:garlic,51,['clove:garlic'],[51],6.75,False,True
12025,P30_05_129,P30,P30_05,00:10:24.000,00:10:22.46,00:10:23.66,37347,37419,break garlic clove,break,30,clove:garlic,51,['clove:garlic'],[51],1.2,False,True
12026,P30_05_13,P30,P30_05,00:00:46.559,00:00:44.25,00:00:45.45,2655,2727,put bag,put,1,bag,19,['bag'],[19],1.2,False,True
12027,P30_05_130,P30,P30_05,00:10:25.640,00:10:24.33,00:10:25.66,37459,37539,break garlic clove,break,30,clove:garlic,51,['clove:garlic'],[51],1.33,False,True
12028,P30_05_16,P30,P30_05,00:01:03.069,00:00:57.53,00:00:58.97,3451,3538,put jug,put,1,jug,66,['jug'],[66],1.44,False,True
12029,P30_05_175,P30,P30_05,00:14:25.930,00:14:23.97,00:14:24.55,51838,51873,put box,put,1,box,23,['box'],[23],0.58,False,True
12030,P30_05_198,P30,P30_05,00:15:57.550,00:15:55.51,00:15:57.89,57330,57473,put garlic and ginger,put,1,garlic,51,"['garlic', 'ginger']","[51, 131]",2.38,True,True
12031,P30_05_2,P30,P30_05,00:00:11.299,00:00:08.75,00:00:09.96,525,597,put v60,put,1,v60,50,['v60'],[50],1.21,True,True
12032,P30_05_205,P30,P30_05,00:16:37.420,00:16:35.24,00:16:39.86,59714,59991,put bowl,put,1,bowl,7,['bowl'],[7],4.62,True,True
12033,P30_05_21,P30,P30_05,00:02:30.480,00:02:28.34,00:02:29.35,8900,8961,put pepper,put,1,pepper,37,['pepper'],[37],1.01,False,True
12034,P30_05_23,P30,P30_05,00:02:40.989,00:02:36.58,00:02:40.25,9394,9615,put salad,put,1,salad,68,['salad'],[68],3.67,False,True
12035,P30_05_24,P30,P30_05,00:02:49.450,00:02:39.00,00:02:39.98,9540,9598,put salad,put,1,salad,68,['salad'],[68],0.98,False,True
12036,P30_05_27,P30,P30_05,00:02:54.030,00:02:47.33,00:02:47.96,10039,10077,put salad,put,1,salad,68,['salad'],[68],0.63,False,False
12037,P30_05_271,P30,P30_05,00:22:08.950,00:22:06.75,00:22:08.33,79605,79699,put chopping board,put,1,board:chopping,18,['board:chopping'],[18],1.58,False,True
12038,P30_05_277,P30,P30_05,00:22:36.880,00:22:34.42,00:22:35.84,81265,81350,put washing up liquid on sponge,put,1,liquid:washing:up,22,"['liquid:washing:up', 'sponge']","[22, 9]",1.42,False,True
12039,P30_05_280,P30,P30_05,00:22:42.810,00:22:40.50,00:22:41.50,81630,81690,put tin lid on drying rack,put-on,1,lid:tin,6,"['lid:tin', 'rack:drying']","[6, 110]",1.0,False,True
12040,P30_05_287,P30,P30_05,00:23:12.180,00:23:10.35,00:23:11.33,83421,83479,put mug,put,1,mug,13,['mug'],[13],0.98,False,True
12041,P30_05_29,P30,P30_05,00:02:57.739,00:02:51.85,00:02:53.36,10311,10401,put salad,put,1,salad,68,['salad'],[68],1.51,False,True
12042,P30_05_292,P30,P30_05,00:23:49.220,00:23:47.18,00:23:47.97,85630,85678,put mug,put,1,mug,13,['mug'],[13],0.79,False,True
12043,P30_05_305,P30,P30_05,00:24:39.860,00:24:37.12,00:24:39.32,88627,88759,put v60 on drying rack,put-on,1,v60,50,"['v60', 'rack:drying']","[50, 110]",2.2,False,True
12044,P30_05_31,P30,P30_05,00:03:07.220,00:02:56.23,00:02:57.10,10573,10626,put salad,put,1,salad,68,['salad'],[68],0.87,False,True
12045,P30_05_310,P30,P30_05,00:25:01.870,00:24:59.81,00:25:01.29,89988,90077,put tin,put,1,tin,61,['tin'],[61],1.48,False,True
12046,P30_05_320,P30,P30_05,00:26:00.059,00:25:56.43,00:25:57.28,93385,93436,put spices,put,1,spice,85,['spice'],[85],0.85,False,True
12047,P30_05_324,P30,P30_05,00:26:05.460,00:26:01.65,00:26:06.52,93699,93991,put turmeric,put,1,turmeric,211,['turmeric'],[211],4.87,False,True
12048,P30_05_326,P30,P30_05,00:26:10.600,00:26:07.01,00:26:08.21,94020,94092,put turmeric,put,1,turmeric,211,['turmeric'],[211],1.2,False,True
12049,P30_05_342,P30,P30_05,00:27:41.380,00:27:38.82,00:27:41.18,99529,99670,put fish sauce,put,1,sauce:fish,47,['sauce:fish'],[47],2.36,False,False
12050,P30_05_352,P30,P30_05,00:28:42.880,00:28:36.67,00:28:41.57,103000,103294,put chilli,put,1,chilli,69,['chilli'],[69],4.9,False,True
12051,P30_05_36,P30,P30_05,00:03:22.980,00:03:19.54,00:03:21.04,11972,12062,put salad,put,1,salad,68,['salad'],[68],1.5,True,True
12052,P30_05_366,P30,P30_05,00:29:51.929,00:29:49.40,00:29:50.46,107364,107427,put saucepan,put,1,saucepan,5,['saucepan'],[5],1.06,False,True
12053,P30_05_375,P30,P30_05,00:30:17.870,00:30:16.24,00:30:17.75,108974,109065,put rice container,put,1,container:rice,21,['container:rice'],[21],1.51,False,True
12054,P30_05_38,P30,P30_05,00:03:31.960,00:03:29.66,00:03:30.88,12579,12652,put lemon,put,1,lemon,105,['lemon'],[105],1.22,False,True
12055,P30_05_382,P30,P30_05,00:30:48.820,00:30:43.70,00:30:48.18,110622,110890,put boxes,put,1,box,23,['box'],[23],4.48,False,True
12056,P30_05_384,P30,P30_05,00:30:56.179,00:30:47.20,00:30:48.59,110832,110915,put box,put,1,box,23,['box'],[23],1.39,False,True
12057,P30_05_386,P30,P30_05,00:30:52.420,00:30:49.56,00:30:51.96,110973,111117,put tin,put,1,tin,61,['tin'],[61],2.4,False,True
12058,P30_05_388,P30,P30_05,00:31:00.920,00:30:59.54,00:31:03.16,111572,111789,put box,put,1,box,23,['box'],[23],3.62,False,True
12059,P30_05_390,P30,P30_05,00:31:18.020,00:31:12.21,00:31:16.63,112332,112597,put crackers,put,1,cracker,104,['cracker'],[104],4.42,False,True
12060,P30_05_395,P30,P30_05,00:31:28.460,00:31:26.72,00:31:27.67,113203,113260,put water,put,1,water,27,['water'],[27],0.95,False,True
12061,P30_05_4,P30,P30_05,00:00:15.219,00:00:12.76,00:00:14.72,765,883,put mug and plate,put,1,mug,13,"['mug', 'plate']","[13, 2]",1.96,False,True
12062,P30_05_400,P30,P30_05,00:32:00.870,00:31:53.47,00:31:55.87,114808,114952,put saucepan and mug,put,1,saucepan,5,"['saucepan', 'mug']","[5, 13]",2.4,False,True
12063,P30_05_410,P30,P30_05,00:32:32.270,00:32:26.24,00:32:30.72,116774,117043,put spoon,put,1,spoon,1,['spoon'],[1],4.48,False,True
12064,P30_05_411,P30,P30_05,00:32:34.679,00:32:31.67,00:32:33.37,117100,117202,put lid,put,1,lid,6,['lid'],[6],1.7,False,True
12065,P30_05_417,P30,P30_05,00:32:52.130,00:32:50.31,00:32:51.70,118218,118302,put fish sauce,put,1,sauce:fish,47,['sauce:fish'],[47],1.39,False,True
12066,P30_05_419,P30,P30_05,00:33:01.110,00:32:54.93,00:33:00.23,118495,118813,put coconut,put,1,coconut,196,['coconut'],[196],5.3,False,True
12067,P30_05_425,P30,P30_05,00:33:20.100,00:33:16.44,00:33:18.77,119786,119926,put chipping board,put,1,board:chipping,18,['board:chipping'],[18],2.33,False,True
12068,P30_05_434,P30,P30_05,00:33:46.210,00:33:40.74,00:33:43.51,121244,121410,put pizza pan,put,1,pan:pizza,5,['pan:pizza'],[5],2.77,False,True
12069,P30_05_464,P30,P30_05,00:36:09.359,00:36:07.42,00:36:08.21,130045,130092,put lime,put,1,lime,161,['lime'],[161],0.79,False,True
12070,P30_05_470,P30,P30_05,00:36:21.790,00:36:19.20,00:36:20.89,130751,130853,put bottle,put,1,bottle,15,['bottle'],[15],1.69,False,True
12071,P30_05_495,P30,P30_05,00:37:49.920,00:37:46.65,00:37:48.95,135999,136137,put knife and spoon in drying rack,put,1,knife,4,"['knife', 'spoon', 'rack:drying']","[4, 1, 110]",2.3,False,False
12072,P30_05_50,P30,P30_05,00:04:19.060,00:04:15.42,00:04:17.49,15325,15449,put onion,put,1,onion,16,['onion'],[16],2.07,False,True
12073,P30_05_506,P30,P30_05,00:38:34.920,00:38:31.73,00:38:34.58,138703,138874,put pan lid,put,1,lid:pan,6,['lid:pan'],[6],2.85,False,True
12074,P30_05_526,P30,P30_05,00:40:17.730,00:40:14.77,00:40:15.66,144886,144939,put lime,put,1,lime,161,['lime'],[161],0.89,False,True
12075,P30_05_528,P30,P30_05,00:40:22.790,00:40:20.57,00:40:22.01,145234,145320,put chopping board,put,1,board:chopping,18,['board:chopping'],[18],1.44,False,True
12076,P30_05_532,P30,P30_05,00:40:30.700,00:40:29.47,00:40:31.78,145768,145906,put carrot,put,1,carrot,41,['carrot'],[41],2.31,False,True
12077,P30_05_552,P30,P30_05,00:41:36.550,00:41:34.51,00:41:36.35,149670,149781,put pan lid,put,1,lid:pan,6,['lid:pan'],[6],1.84,False,True
12078,P30_05_553,P30,P30_05,00:41:38.290,00:41:35.79,00:41:37.45,149747,149847,put spoon,put,1,spoon,1,['spoon'],[1],1.66,False,True
12079,P30_05_56,P30,P30_05,00:04:35.960,00:04:28.24,00:04:32.50,16094,16350,put pan,put,1,pan,5,['pan'],[5],4.26,True,True
12080,P30_05_637,P30,P30_05,00:46:01.510,00:46:06.66,00:46:08.49,165999,166109,put lid,put,1,lid,6,['lid'],[6],1.83,False,True
12081,P30_05_642,P30,P30_05,00:46:26.390,00:46:31.47,00:46:33.34,167488,167600,put lid on pan,put-on,1,lid,6,"['lid', 'pan']","[6, 5]",1.87,False,True
12082,P30_05_65,P30,P30_05,00:05:07.600,00:05:01.06,00:05:05.74,18063,18344,put spoon,put,1,spoon,1,['spoon'],[1],4.68,False,True
12083,P30_05_650,P30,P30_05,00:47:10.390,00:47:16.14,00:47:17.26,170168,170235,put washing up liquid on sponge,put,1,liquid:washing:up,22,"['liquid:washing:up', 'sponge']","[22, 9]",1.12,False,True
12084,P30_05_654,P30,P30_05,00:47:23.260,00:47:29.10,00:47:30.96,170946,171057,put lime juicer on the drying up rack,put-on,1,juicer:lime,106,"['juicer:lime', 'rack']","[106, 110]",1.86,False,True
12085,P30_05_657,P30,P30_05,00:47:34.380,00:47:39.67,00:47:40.89,171580,171653,put lime juicer on rack,put-on,1,juicer:lime,106,"['juicer:lime', 'rack']","[106, 110]",1.22,False,False
12086,P30_05_66,P30,P30_05,00:05:08.600,00:05:06.32,00:05:07.07,18379,18424,put coconut,put,1,coconut,196,['coconut'],[196],0.75,False,True
12087,P30_05_660,P30,P30_05,00:47:40.890,00:47:47.37,00:47:50.46,172042,172227,put scissors on drying rack,put-on,1,scissors,79,"['scissors', 'rack:drying']","[79, 110]",3.09,False,True
12088,P30_05_664,P30,P30_05,00:47:51.339,00:47:57.87,00:47:59.97,172672,172798,put knife on drying rack,put-on,1,knife,4,"['knife', 'rack:drying']","[4, 110]",2.1,False,True
12089,P30_05_666,P30,P30_05,00:47:55.290,00:48:01.07,00:48:02.31,172864,172938,put chopping board,put,1,board:chopping,18,['board:chopping'],[18],1.24,False,True
12090,P30_05_671,P30,P30_05,00:48:10.849,00:48:16.30,00:48:18.52,173778,173911,put chopping board on drying rack,put-on,1,board:chopping,18,"['board:chopping', 'rack:drying']","[18, 110]",2.22,False,False
12091,P30_05_673,P30,P30_05,00:48:16.040,00:48:21.55,00:48:22.64,174093,174158,put spoon,put,1,spoon,1,['spoon'],[1],1.09,False,True
12092,P30_05_688,P30,P30_05,00:49:37.280,00:49:43.20,00:49:44.30,178992,179058,put plate,put,1,plate,2,['plate'],[2],1.1,False,False
12093,P30_05_7,P30,P30_05,00:00:30.750,00:00:27.40,00:00:28.72,1644,1723,put box,put,1,box,23,['box'],[23],1.32,False,True
12094,P30_05_702,P30,P30_05,00:50:34.369,00:50:38.70,00:50:43.99,182322,182639,put lid on box of carrots,put-on,1,lid,6,"['lid', 'box:carrot']","[6, 23]",5.29,False,True
12095,P30_05_703,P30,P30_05,00:50:37.950,00:50:45.78,00:50:49.95,182746,182997,put box of carrots in fridge,put-of,1,box:carrot,23,"['box:carrot', 'fridge']","[23, 12]",4.17,False,True
12096,P30_05_714,P30,P30_05,00:51:27.339,00:51:32.71,00:51:34.41,185562,185664,put top on bottle,put-on,1,top,42,"['top', 'bottle']","[42, 15]",1.7,False,True
12097,P30_05_715,P30,P30_05,00:51:35.410,00:51:33.00,00:51:34.02,185580,185641,put lid on bottle,put-on,1,lid,6,"['lid', 'bottle']","[6, 15]",1.02,False,True
12098,P30_05_77,P30,P30_05,00:06:00.710,00:05:59.42,00:05:59.94,21565,21596,put lime,put,1,lime,161,['lime'],[161],0.52,False,True
12099,P30_05_79,P30,P30_05,00:06:02.710,00:06:01.85,00:06:02.51,21711,21750,put lime,put,1,lime,161,['lime'],[161],0.66,False,True
12100,P30_06_1,P30,P30_06,00:00:08.570,00:00:04.21,00:00:06.37,252,382,put hummus,put,1,hummus,181,['hummus'],[181],2.16,False,True
12101,P30_06_100,P30,P30_06,00:04:15.569,00:04:12.81,00:04:13.45,15168,15207,put knife,put,1,knife,4,['knife'],[4],0.64,False,False
12102,P30_06_117,P30,P30_06,00:05:17.090,00:05:14.87,00:05:16.26,18892,18975,put chopping board,put,1,board:chopping,18,['board:chopping'],[18],1.39,False,True
12103,P30_06_119,P30,P30_06,00:05:19.810,00:05:16.78,00:05:17.64,19006,19058,put knife,put,1,knife,4,['knife'],[4],0.86,False,True
12104,P30_06_121,P30,P30_06,00:05:25.050,00:05:22.81,00:05:23.93,19368,19435,put mug,put,1,mug,13,['mug'],[13],1.12,False,True
12105,P30_06_125,P30,P30_06,00:05:35.150,00:05:32.98,00:05:33.79,19978,20027,put v60,put,1,v60,50,['v60'],[50],0.81,False,True
12106,P30_06_13,P30,P30_06,00:00:44.600,00:00:36.90,00:00:42.48,2214,2548,put plate,put,1,plate,2,['plate'],[2],5.58,False,True
12107,P30_06_139,P30,P30_06,00:06:14.979,00:06:12.97,00:06:13.81,22378,22428,put bag of coffee,put,1,bag:coffee,19,['bag:coffee'],[19],0.84,False,True
12108,P30_06_15,P30,P30_06,00:00:47.670,00:00:42.58,00:00:45.83,2554,2749,put washing up liquid in bowl,put,1,liquid:washing:up,22,"['liquid:washing:up', 'bowl']","[22, 7]",3.25,False,True
12109,P30_06_19,P30,P30_06,00:01:03.629,00:00:58.06,00:00:59.92,3483,3595,put fork on side,put-on,1,fork,14,"['fork', 'side']","[14, 42]",1.86,False,True
12110,P30_06_23,P30,P30_06,00:01:11.870,00:01:09.65,00:01:10.21,4179,4212,put knife,put,1,knife,4,['knife'],[4],0.56,False,True
12111,P30_06_27,P30,P30_06,00:01:23.189,00:01:18.66,00:01:22.14,4719,4928,put forks,put,1,fork,14,['fork'],[14],3.48,False,True
12112,P30_06_29,P30,P30_06,00:01:27.189,00:01:24.20,00:01:24.99,5052,5099,put spoon,put,1,spoon,1,['spoon'],[1],0.79,False,False
12113,P30_06_32,P30,P30_06,00:01:32.649,00:01:29.07,00:01:32.09,5344,5525,put bag clip,put,1,clip:bag,129,['clip:bag'],[129],3.02,False,False
12114,P30_06_37,P30,P30_06,00:01:41.539,00:01:38.99,00:01:40.91,5939,6054,put mug,put,1,mug,13,['mug'],[13],1.92,False,True
12115,P30_06_41,P30,P30_06,00:01:50.509,00:01:47.92,00:01:49.61,6475,6576,put mug,put,1,mug,13,['mug'],[13],1.69,True,True
12116,P30_06_45,P30,P30_06,00:01:56.929,00:01:53.57,00:01:54.62,6814,6877,put plate,put,1,plate,2,['plate'],[2],1.05,False,False
12117,P30_06_48,P30,P30_06,00:02:07.070,00:02:04.63,00:02:05.81,7477,7548,put jug holder,put,1,holder:jug,135,['holder:jug'],[135],1.18,True,True
12118,P30_06_5,P30,P30_06,00:00:13.619,00:00:10.77,00:00:11.65,646,699,put bowl,put,1,bowl,7,['bowl'],[7],0.88,False,True
12119,P30_06_55,P30,P30_06,00:02:31.180,00:02:28.12,00:02:29.20,8887,8952,put lime squeezer,put,1,squeezer:lime,106,['squeezer:lime'],[106],1.08,False,True
12120,P30_06_58,P30,P30_06,00:02:37.430,00:02:34.18,00:02:36.32,9250,9379,put lime squeezer,put,1,squeezer:lime,106,['squeezer:lime'],[106],2.14,False,True
12121,P30_06_62,P30,P30_06,00:02:46.569,00:02:43.84,00:02:45.46,9830,9927,put v60,put,1,v60,50,['v60'],[50],1.62,False,True
12122,P30_06_69,P30,P30_06,00:02:59.299,00:02:56.06,00:02:57.46,10563,10647,put kettle,put,1,kettle,44,['kettle'],[44],1.4,False,True
12123,P30_06_76,P30,P30_06,00:03:09.189,00:03:05.80,00:03:08.08,11148,11284,put bowl,put,1,bowl,7,['bowl'],[7],2.28,False,True
12124,P30_101_1,P30,P30_101,00:00:01.600,00:00:01.56,00:00:01.95,78,97,put down pitta breads,put-down,1,bread:pitta,33,['bread:pitta'],[33],0.39,False,False
12125,P30_101_110,P30,P30_101,00:03:46.600,00:03:46.43,00:03:47.30,11321,11365,put lemon squeezer piece onto draining board,put-onto,1,piece:lemon:squeezer,106,"['piece:lemon:squeezer', 'board:draining']","[106, 18]",0.87,False,True
12126,P30_101_122,P30,P30_101,00:04:12.350,00:04:11.83,00:04:12.89,12591,12644,put lemon squeezer piece on drying rack,put-on,1,piece:lemon:squeezer,106,"['piece:lemon:squeezer', 'rack:drying']","[106, 110]",1.06,False,True
12127,P30_101_130,P30,P30_101,00:04:24.350,00:04:24.63,00:04:25.08,13231,13254,put down chopping board,put-down,1,board:chopping,18,['board:chopping'],[18],0.45,False,False
12128,P30_101_135,P30,P30_101,00:04:29.100,00:04:27.75,00:04:30.74,13387,13537,put down pitta breads,put-down,1,bread:pitta,33,['bread:pitta'],[33],2.99,True,True
12129,P30_101_145,P30,P30_101,00:04:42.600,00:04:42.40,00:04:43.22,14119,14161,put washing bowl down,put,1,bowl:washing,7,['bowl:washing'],[7],0.82,False,False
12130,P30_101_15,P30,P30_101,00:00:23.350,00:00:23.10,00:00:23.45,1155,1172,put down coffee packet,put-down,1,packet:coffee,26,['packet:coffee'],[26],0.35,False,False
12131,P30_101_152,P30,P30_101,00:04:56.850,00:04:56.10,00:04:57.73,14805,14886,put down kettle,put-down,1,kettle,44,['kettle'],[44],1.63,False,True
12132,P30_101_154,P30,P30_101,00:05:00.363,00:04:59.15,00:05:00.61,14957,15030,put down mug and v60,put-down,1,mug,13,"['mug', 'v60']","[13, 50]",1.46,False,True
12133,P30_101_156,P30,P30_101,00:05:07.105,00:05:06.20,00:05:07.33,15310,15366,put down jug,put-down,1,jug,66,['jug'],[66],1.13,False,True
12134,P30_101_16,P30,P30_101,00:00:24.100,00:00:23.49,00:00:24.32,1174,1216,put down v60,put-down,1,v60,50,['v60'],[50],0.83,False,False
12135,P30_101_161,P30,P30_101,00:05:11.850,00:05:11.39,00:05:13.69,15569,15684,smell hummus,smell,75,hummus,181,['hummus'],[181],2.3,False,True
12136,P30_101_163,P30,P30_101,00:05:15.363,00:05:14.93,00:05:15.62,15746,15781,put hummus down,put-down,1,hummus,181,['hummus'],[181],0.69,False,True
12137,P30_101_167,P30,P30_101,00:05:19.613,00:05:19.55,00:05:20.07,15977,16003,put plate,put,1,plate,2,['plate'],[2],0.52,False,False
12138,P30_101_171,P30,P30_101,00:05:30.850,00:05:30.63,00:05:31.19,16531,16559,put pitta bread pieces onto plate,put-onto,1,piece:bread,33,"['piece:bread', 'plate']","[33, 2]",0.56,False,True
12139,P30_101_174,P30,P30_101,00:05:33.600,00:05:31.57,00:05:33.80,16578,16690,put down sponge,put-down,1,sponge,9,['sponge'],[9],2.23,False,True
12140,P30_101_183,P30,P30_101,00:05:44.603,00:05:43.72,00:05:44.71,17186,17235,put hummus onto plate,put-onto,1,hummus,181,"['hummus', 'plate']","[181, 2]",0.99,False,True
12141,P30_101_188,P30,P30_101,00:06:02.363,00:06:00.48,00:06:01.53,18024,18076,put down hummus lid,put-down,1,lid,6,['lid'],[6],1.05,False,True
12142,P30_101_191,P30,P30_101,00:06:11.100,00:06:09.91,00:06:10.64,18495,18532,put down jug,put-down,1,jug,66,['jug'],[66],0.73,False,True
12143,P30_101_197,P30,P30_101,00:06:23.850,00:06:22.70,00:06:23.62,19135,19181,put down pitta piece onto plate,put-down,1,piece:pitta,33,"['piece:pitta', 'plate']","[33, 2]",0.92,False,True
12144,P30_101_20,P30,P30_101,00:00:28.850,00:00:28.49,00:00:29.28,1424,1464,put filters back into cupboard,put,1,filter,77,"['filter', 'cupboard']","[77, 3]",0.79,False,True
